Codigo|Municipio|UG|Titulo|DataUltimaAuditoria|CodigoMunicipio|CodigoUG|LocalExecucao|DataInicial|AnoInicial|Prazo|NaturezaIntervencao|PrazoAditado|PrazoParalizacao
1354|Capoeiras|Prefeitura Municipal de Capoeiras|Construção de Passagens Molhadas|2012-08-31T00:00:00|P040|162|Zona Rural||||Passagem Molhada||
1358|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Serviços de fiscalização das obras de dragagem do canal de acesso, bacia de manobras e dique estaleiro PROMAR S.A.|2013-03-26T00:00:00|P074|1041|Suape|2011-10-03T00:00:00|2011|240|Consultoria||
1360|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Elaboração de projeto executivo e fiscalização das obras de dragagem do canal de acesso externo ao porto organizado de SUAPE.|2013-03-26T00:00:00|P074|1041|SUAPE|2011-09-01T00:00:00|2011|720|Consultoria||
1361|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Conservação e manutenção preventiva e corretiva em ruas e avenidas do Município (Inexigibilidade 04/12)|2013-01-25T00:00:00|P167|715|Diversas ruas do município|2012-07-02T00:00:00|2012|365|Pavimentação||
1364|Ipojuca|Suape - Complexo Industrial Portuário Governador Eraldo Gueiros|Contratação de empresa de consultoria especializada para elaboração de projeto executivo de soluções de Engenharia para dragagem de Canal de Acesso, aterro de áreas adjacentes e tratamento de fundação em área destinada à implantação do Cluster Naval no Porto Interno de SUAPE|2013-03-26T00:00:00|P074|1041|Suape|2011-02-25T00:00:00|2011|450|Consultoria||
1365|Capoeiras|Prefeitura Municipal de Capoeiras|Aquisição de Materiais de Construção|2012-08-31T00:00:00|P040|162|Sede do Município||||Aquisição de Material||
1366|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Pavimentação e drenagem no Loteamento Conceição (Tomada de Preços 02/12)|2013-01-25T00:00:00|P167|715|Loteamento Conceição|2012-06-25T00:00:00|2012|120|Pavimentação||
1367|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Pavimentação em pedras graníticas no Loteamento Conceição (Tomada de Preços 08/12)|2013-01-25T00:00:00|P167|715|Loteamento Conceição|2012-06-28T00:00:00|2012|150|Pavimentação||
1368|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Pavimentação asfáltica e drenagem em diversas ruas nos bairros Lagoa Redonda e Cajá (Tomada de Preços 10/12)|2013-01-25T00:00:00|P167|715|Lagoa Redonda e Cajá|2012-06-13T00:00:00|2012|150|Pavimentação||
1369|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Requalificação da Praça de Pirituba (Convite 03/12)|2012-09-14T00:00:00|P167|715|Pirituba||||Urbanização||
1370|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Recuperação de pavimento na Rua Dr. Alvinho e Rua dos Ferroviários (Convite 13/12)|2013-01-25T00:00:00|P167|715|Rua Dr. Alvinho e Rua dos Ferroviários|2012-05-07T00:00:00|2012|60|Pavimentação||
1372|Capoeiras|Prefeitura Municipal de Capoeiras|Locação de Máquinas de Terraplenagem|2012-08-31T00:00:00|P040|162|Zona Rural||||Terraplanagem||
1373|Bodocó|Prefeitura Municipal de Bodocó|Reconstrução de 42 Unidades Habitacionais|2012-08-02T00:00:00|P021|80|Saco do Juá, zona rural do Município||||Casa Popular||
1374|Bodocó|Prefeitura Municipal de Bodocó|Construção de Melhorias Sanitárias Domiciliares|2012-08-02T00:00:00|P021|80|Sítio Retronco, zona rural do Município||||Banheiro||
1379|Poção|Prefeitura Municipal de Poção|Serviço de varrição e coleta de resíduos sólidos domiciliares.|2012-08-08T00:00:00|P116|480|Sede do município de Poção.||||Serviços de Limpeza de Logradouros Públicos||
1380|Carpina|Prefeitura Municipal de Carpina|Serviços de limpeza urbana no município de Carpina, compreendendo: a) Varrição manual de vias urbanas pavimentadas e logradouros; b) Coleta e transporte de resíduos sólidos regulares; c) Coleta de resíduos sólidos volumosos; d) Capinação manual, raspagem da linha d'água das vias urbanas pavimentadas; e) Pintura de meio-fio; f) Execução de serviços correlatos ao sistema de limpeza urbana; g) Operação do destino final do lixo (com remediação da área degradada). |2012-10-15T00:00:00|P042|169|Zona urbana do município de Carpina|2012-08-29T00:00:00|2012|38|Serviços de Limpeza de Logradouros Públicos||
1383|Araçoiaba|Prefeitura Municipal de Araçoiaba|Obras/serviços de engenharia destinados à Pavimentação de trecho da Avenida Nilton Cavalcanti, construção e aterro do Canal Bom Jesus, construção de tampas de caixas de drenagem das ruas; José Luiz da Silva, Irajá de Almeida Lins, Cabo Nunes Machado Paulista, Olinda, Barão de Itamaracá, Antônio Carneiro, Juazeiro do Norte, Saudade, 27 de setembro, 1º de maio, Av. Presidente Vargas e Recuperação de drenagem e Pavimentação de trecho da Av. Brasil.|2012-09-28T00:00:00|P183|771|Araçoiaba|2012-08-29T00:00:00|2012|22|Pavimentação||
1384|Araçoiaba|Prefeitura Municipal de Araçoiaba|Obras/serviços de engenharia destinados à Reforma e melhoria das escolas Maria Carneiro de Albuquerque, Amaro Soares de Oliveira, Dom Helder Câmara e Dom Pedro II, da Rede de Ensino Pública Municipal|2012-09-28T00:00:00|P183|771|Araçoiaba|2012-08-29T00:00:00|2012|22|Escola||
1385|Araçoiaba|Prefeitura Municipal de Araçoiaba|Prestação de Serviços de Limpeza Urbana, coleta e destinação final do lixo no município de Araçoiaba.|2014-06-06T00:00:00|P183|771|Araçoiaba|2012-08-29T00:00:00|2012|180|Limpeza||
1386|Araçoiaba|Prefeitura Municipal de Araçoiaba|Reforma da quadra de esportes da Escola Senador Paulo Guerra do município de Araçoiaba|2012-09-28T00:00:00|P183|771|Araçoiaba|2012-08-29T00:00:00|2012|22|Quadra Poliesportiva||
1387|Carpina|Prefeitura Municipal de Carpina|Reforma do Centro Social Urbano para instalação da Escola Municipal Marechal Rondom|2012-10-05T00:00:00|P042|169|Zona urbana do município de Carpina|2012-01-26T00:00:00|2012|90|Escola||
1391|Tamandaré|Prefeitura Municipal de Tamandaré|PAVIMENTAÇÃO EM PARALELEPÍPEDO E SINALIZAÇÃO VERTICAL EM DIVERSAS RUAS (1ª e 2ª ETAPAS)|2012-08-17T00:00:00|P181|767|Sede do Município|2012-01-02T00:00:00|2012|180|Revestimento em Paralelepípedos Graníticos||
1392|Tamandaré|Prefeitura Municipal de Tamandaré|SERVIÇOS REMANESCENTES DA OBRA DE PAVIMENTAÇÃO EM PARALELEPÍPEDO E SINALIZAÇÃO VERTICAL EM DIVERSAS RUAS (1ª e 2ª ETAPAS), ORIUNDA DO PROCESSO LICITATÓRIO Nº 059/2011, TP Nº 006/2011|2012-08-17T00:00:00|P181|767|Sede do Município|2012-07-05T00:00:00|2012|180|Revestimento em Paralelepípedos Graníticos||
1394|Tamandaré|Prefeitura Municipal de Tamandaré|PAVIMENTAÇÃO EM PARALELEPÍPEDO E SINALIZAÇÃO VERTICAL EM DIVERSAS RUAS (3ª, 4ª e 5ª ETAPAS) |2012-08-17T00:00:00|P181|767|Sede do Município|2012-04-19T00:00:00|2012|180|Revestimento em Paralelepípedos Graníticos||
1395|Carpina|Prefeitura Municipal de Carpina|Pavimentação em paralelepípedos de 22 ruas da sede do Município|2014-09-25T00:00:00|P042|169|Zona urbana do município de Carpina|2011-12-14T00:00:00|2011|180|Pavimentação||
1396|Carpina|Prefeitura Municipal de Carpina|Pavimentação em paralelepípedos de 40 ruas da sede do Município|2014-09-25T00:00:00|P042|169|Zona urbana do município de Carpina|2012-01-16T00:00:00|2012|180|Pavimentação||
1397|Carpina|Prefeitura Municipal de Carpina|Pavimentação em paralelepípedos de 44 ruas da sede do Município.|2014-09-25T00:00:00|P042|169|Zona urbana do município de Carpina|2012-04-10T00:00:00|2012|180|Pavimentação||
1398|Carpina|Prefeitura Municipal de Carpina|Reforma do Centro Social Urbano para instalação da Escola Municipal Marechal Rondom 2ª Etapa|2012-10-05T00:00:00|P042|169|Zona urbana do município de Carpina|2012-05-11T00:00:00|2012|90|Escola||
1399|Gravatá|Secretaria de Turismo|CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DAS OBRAS DO COMPLEXO DE LAZER E TURISMO - PARQUE DA CIDADE, NO MUNICÍPIO DE GRAVATÁ, EM PERNAMBUCO|2012-11-06T00:00:00|P066|1049|Gravatá|2010-12-30T00:00:00|2010|360|Paisagismo e Urbanização||
1400|Olinda|Secretaria de Turismo|Requalificação do Mercado Público e Praça Agamenom Magalhães em Itapissuma/PE.|2012-11-05T00:00:00|P100|1049|Itapissuma|2012-05-16T00:00:00|2012|360|Paisagismo e Urbanização||
1404|Araçoiaba|Prefeitura Municipal de Araçoiaba|Revitalização das Escolas Hildebrando Carneiro, Santa Ana, Dario Coquita, Genaro Baracho e Senador Paulo Guerra, da rede pública municipal.|2012-09-28T00:00:00|P183|771|Araçoiaba|2012-08-29T00:00:00|2012|22|Escola||
1405|Itapissuma|Secretaria de Turismo|SUPERVISÃO E CONTROLE TECNOLÓGICO DA EXECUÇÃO DAS OBRAS DE REFORMA  DO MERCADO PÚBLICO DE ITAPISSUMA.|2012-11-05T00:00:00|P081|1049|Itapissuma|2012-05-16T00:00:00|2012|360|Consultoria||
1409|São Lourenço da Mata|Departamento de Estradas de Rodagem do Estado de Pernambuco|Implantação e pavimentação da interconexão das Rodovias BR-408 e acesso a Arena da Copa, com extensão aproximada de 2,0 km.|2013-06-03T00:00:00|P141|857|São Lourenço da Mata|2012-03-20T00:00:00|2012|300|Rodovia||
1415|Flores|Prefeitura Municipal de Flores|Contratação de empresa para prestação de serviços de limpeza urbana na sede do município, povoados de São João dos Leites e Tenório, distritos de Sítio dos Nunes e Fátima.|2012-11-14T00:00:00|P058|235|Sede e distritos.|2012-01-02T00:00:00|2012|480|Limpeza||
1416|Escada|Prefeitura Municipal de Escada|Ampliação da Escola Monte Sinai|2012-11-14T00:00:00|P054|224|Bairro Riacho do Navio|2012-02-28T00:00:00|2012||Escola||
1417|Quipapá|Prefeitura Municipal de Quipapá|Contratação dos serviços emergenciais de Limpeza Urbana no Município de Quipapá-PE.|2012-12-12T00:00:00|P119|490|Município de Quipapá|2011-11-01T00:00:00|2011|414|Limpeza||
1418|Recife|Secretaria das Cidades de Pernambuco|Implantação da Passarela de Integração do Aeroporto Internacional dos Guararapes ao sistema Metroviário da Linha Sul, localizado na Cidade do Recife-PE|2014-09-01T00:00:00|P120|1036|Recife-PE|2012-06-20T00:00:00|2012|360|Passarela|110|
1419|Escada|Prefeitura Municipal de Escada|Construção de três quadras com coberta e vestuário nas escolas Monte Sinai, Tancredo Neves e Zenóbio Lins.|2014-12-12T00:00:00|P054|224|Bairros Riacho do Navio, Nova Cidade e Vila Operária.|2012-07-18T00:00:00|2012|270|Quadra Poliesportiva|712|
1420|Escada|Prefeitura Municipal de Escada|Construção de Escola com 12 salas de aula no Alto do Sacrifício|2014-12-12T00:00:00|P054|224|Alto do Sacrifício|2012-01-26T00:00:00|2012|120|Escola|1120|
1421|Catende|Prefeitura Municipal de Catende|ABATEDOURO ANTIGO DO MUNICÍPIO DE CATENDE|2012-10-19T00:00:00|P044|182|MUNICÍPIO DE CATENDE||||Matadouro||
1423|Catende|Prefeitura Municipal de Catende|ABATEDOURO NOVO DO MUNICÍPIO DE CATENDE|2012-10-19T00:00:00|P044|182|MUNICÍPIO DE CATENDE||||Matadouro||
1424|Escada|Prefeitura Municipal de Escada|Contratação de Empresa de Engenharia para Construção em Paralelos em Diversas Ruas e Bairros do Município de Escada/PE.|2012-11-08T00:00:00|P054|224|Diversos Bairros do Municipio|2012-04-25T00:00:00|2012|180|Pavimentação||
1425|Escada|Prefeitura Municipal de Escada|Aplicação de Pavimentação Asfáltica (mão de obra + equipamentos).|2012-11-08T00:00:00|P054|224|Centro do município|2012-03-08T00:00:00|2012|90|Pavimentação||
1428|Sanharó|Prefeitura Municipal de Sanharó|Locação de veículos e máquinas para a limpeza urbana.|2012-11-22T00:00:00|P128|573|Sede de Sanharó e distritos||||Serviços de Limpeza de Logradouros Públicos||
1429|Abreu e Lima|Secretaria das Cidades de Pernambuco|Gerenciamento das Obras dos Corredores de Transporte Público de Passageiros na Região Metropolitana do Recife e Elaboração de Projetos Executivos de Obras de Arte Especiais.|2014-12-15T00:00:00|P001|1036|Região Metropolitana do Recife|2012-05-04T00:00:00|2012|720|Via Urbana|209|
1429|Olinda|Secretaria das Cidades de Pernambuco|Gerenciamento das Obras dos Corredores de Transporte Público de Passageiros na Região Metropolitana do Recife e Elaboração de Projetos Executivos de Obras de Arte Especiais.|2014-12-15T00:00:00|P100|1036|Região Metropolitana do Recife|2012-05-04T00:00:00|2012|720|Via Urbana|209|
1429|Paulista|Secretaria das Cidades de Pernambuco|Gerenciamento das Obras dos Corredores de Transporte Público de Passageiros na Região Metropolitana do Recife e Elaboração de Projetos Executivos de Obras de Arte Especiais.|2014-12-15T00:00:00|P111|1036|Região Metropolitana do Recife|2012-05-04T00:00:00|2012|720|Via Urbana|209|
1429|São Lourenço da Mata|Secretaria das Cidades de Pernambuco|Gerenciamento das Obras dos Corredores de Transporte Público de Passageiros na Região Metropolitana do Recife e Elaboração de Projetos Executivos de Obras de Arte Especiais.|2014-12-15T00:00:00|P141|1036|Região Metropolitana do Recife|2012-05-04T00:00:00|2012|720|Via Urbana|209|
1430|Camaragibe|Prefeitura Municipal de Camaragibe|Serviços de terraplenagem, drenagem e pavimentação de trecho da Estrada de Pau Ferro - Aldeia.|2012-08-31T00:00:00|P036|144|Aldeia, Camaragibe-PE|2012-05-09T00:00:00|2012|120|Pavimentação||
1431|Triunfo|Prefeitura Municipal de Triunfo|Contratação de empresa de engenharia para execução dos serviços de Limpeza Urbana.|2012-12-07T00:00:00|P160|688|Sede e distritos.|2010-12-09T00:00:00|2010|1080|Limpeza||
1432|Camaragibe|Prefeitura Municipal de Camaragibe|Drenagem, terraplenagem e pavimentação em trecho da Rua Filomena Maria - Jardim Primavera|2012-08-31T00:00:00|P036|144|Bairro de Jardim Primavera|2011-11-07T00:00:00|2011|270|Pavimentação||
1433|Camaragibe|Prefeitura Municipal de Camaragibe|Construção do Espaço do Saber, em  Aldeia - Tomada de Preços 08/2012|2015-12-04T00:00:00|P036|144|Aldeia, Camaragibe-PE|2012-05-21T00:00:00|2012|150|Praça/Parque||
1434|Moreilândia|Prefeitura Municipal de Moreilândia|Construção da Escola de Referência de Moreilândia.|2012-12-12T00:00:00|P147|640|Rua Pedro Ribeiro, s/n, Sede do Município de Moreilândia.|2012-03-01T00:00:00|2012|300|Edificação||
1438|Caruaru|Secretaria de Saúde de Pernambuco|Serviços de engenharia especializados em construção civil para elaboração do projeto executivo, execução das obras e serviços de engenharia para construção da unidade pernambucana de atenção especializada - UPAE em caruaru|2012-12-06T00:00:00|P043|1027|Município de Caruaru|2012-07-13T00:00:00|2012|243|Hospital||
1441|Granito|Prefeitura Municipal de Granito|Construção do Centro Cultural.|2012-12-10T00:00:00|P065|257|Sede do município.|2012-11-01T00:00:00|2012|180|Centro Cultural||
1442|Afrânio|Prefeitura Municipal de Afrânio|"Construção de uma creche tipo ""c"", padrão FNDE, no Distrito de Extrema."|2012-12-13T00:00:00|P003|8|Distrito de Extrema|2012-06-11T00:00:00|2012|240|Creche||
1447|Aliança|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P008|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|Buenos Aires|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P028|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|Condado|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P048|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|Itaquitinga|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P082|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|Macaparana|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P094|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|Machados|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P095|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|São Vicente Ferrer|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P142|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1447|Vicência|Companhia Pernambucana de Saneamento|Implantação do Sistema Produtor de SIRIGI|2015-05-25T00:00:00|P166|802|Vicência, Buenos Aires, Aliança, Itaquitinga, Condado, Machado, São Vicente Ferrer e Macaparana|2012-06-22T00:00:00|2012|900|Adutora|180|
1448|Vitória de Santo Antão|Prefeitura Municipal de Vitória de Santo Antão|Requalificação da Lagoa de Pirituba e Pavimentação da Estrada de Acesso ao Monte das Tabocas (Concorrência 02/12)|2013-01-25T00:00:00|P167|715|Pirituba e Monte das Tabocas|2012-06-28T00:00:00|2012|180|Urbanização||
1449|Barreiros|Prefeitura Municipal de Barreiros|Serviços de Transportes|2013-08-22T00:00:00|P015|58|Barreiros||||Via Urbana||
1450|Cachoeirinha|Prefeitura Municipal de Cachoeirinha|Coleta e transporte de resíduos sólidos domiciliares|2013-02-21T00:00:00|P032|128|Zona Urbana|2013-03-28T00:00:00|2013|360|Limpeza||
1452|Jaboatão dos Guararapes|Prefeitura Municipal do Jaboatão dos Guararapes|OBRAS DE REGENERAÇÃO DE PRAIAS NO LITORAL DO MUNICÍPIO DE JABOATÃO DOS GUARARAPES/PE.|2014-03-21T00:00:00|P083|319|Praias de Barra de Jangada, Candeias e Piedade.|2013-01-16T00:00:00|2013|200|Controle de Processo Erosivo|88|
1453|Paulista|Prefeitura Municipal de Paulista|Urbanização da Comunidade do Nossa Prata - Loteamento Riacho de Prata II|2013-03-01T00:00:00|P111|456|Área Urbana do Município de Paulista|2008-06-26T00:00:00|2008|1825|Urbanização||
1455|Recife|Companhia Pernambucana de Saneamento|Implantação do Sistema de Esgotamento Sanitário do Recife - PROEST Área I|2015-05-08T00:00:00|P120|802|Recife|2012-01-09T00:00:00|2012|900|Saneamento|545|
1457|Cabo de Santo Agostinho|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução das obras de implantação e pavimentação da PE-037 (Jussaral / Cabo de Santo Agostinho)|2014-03-27T00:00:00|P030|857|Cabo de Santo Agostinho|2012-04-03T00:00:00|2012|540|Rodovia||
1457|Escada|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução das obras de implantação e pavimentação da PE-037 (Jussaral / Cabo de Santo Agostinho)|2014-03-27T00:00:00|P054|857|Cabo de Santo Agostinho|2012-04-03T00:00:00|2012|540|Rodovia||
1457|Vitória de Santo Antão|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução das obras de implantação e pavimentação da PE-037 (Jussaral / Cabo de Santo Agostinho)|2014-03-27T00:00:00|P167|857|Cabo de Santo Agostinho|2012-04-03T00:00:00|2012|540|Rodovia||
1458|Serra Talhada|Departamento de Estradas de Rodagem do Estado de Pernambuco|Implantação e pavimentação da PE-418 trecho: entrada BR-232/ Distrito de Santa Rita/ Divisa PE-PB|2015-05-26T00:00:00|P143|857|Serra Talhada|2012-03-05T00:00:00|2012|541|Rodovia|289|
1459|Floresta|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução de obras de restauração da PE-390 (Floresta)|2013-11-19T00:00:00|P059|857|Floresta|2012-06-01T00:00:00|2012|360|Rodovia||
1459|Serra Talhada|Departamento de Estradas de Rodagem do Estado de Pernambuco|Execução de obras de restauração da PE-390 (Floresta)|2013-11-19T00:00:00|P143|857|Floresta|2012-06-01T00:00:00|2012|360|Rodovia||
1462|Ouricuri|Prefeitura Municipal de Ouricuri|Fornecimento de peças, destinadas aos veículos e máquinas do Município de Ouricuri-PE (Dispensa nº 009/2013, Contrato nº 025/2013)|2013-04-04T00:00:00|P103|417|Sede do Município|2013-03-05T00:00:00|2013|60|Aquisição de Material||
1463|Ouricuri|Prefeitura Municipal de Ouricuri|Fornecimento de pneus, câmaras de ar e baterias, destinados aos veículos da frota do Município de Ouricuri-PE (Dispensa nº 004/2013, Contrato nº 017/2013)|2013-04-04T00:00:00|P103|417|Sede do Município|2013-03-05T00:00:00|2013|60|Aquisição de Material||
1464|Jurema|Prefeitura Municipal de Jurema|Serviços de limpeza urbana do Município|2013-05-02T00:00:00|P088|348|Jurema|2011-02-11T00:00:00|2011|310|Limpeza|720|
1465|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Recapeamento asfáltico em diversas ruas do Parque Capibaribe - Concorrência 03/12|2013-05-29T00:00:00|P141|618|Parque Capibaribe|2012-09-12T00:00:00|2012|180|Revestimento em CBUQ||
1467|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Pavimentação e drenagem em diversas ruas do Loteamento Parque Metropolitano - Tomada de Preços 08/12|2013-05-29T00:00:00|P141|618|Parque Metropolitano|2012-05-25T00:00:00|2012|120|Pavimentação||
1468|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Pavimentação e Drenagem em diversas ruas do Loteamento São João São Paulo - Tomada de Preços 01/12|2013-05-29T00:00:00|P141|618|Loteamento São João São Paulo|2012-05-08T00:00:00|2012|120|Pavimentação||
1469|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Reforma do Ginásio de Esportes Pereirão - Concorrência nº 02/2013|2015-07-27T00:00:00|P141|618|Chã da Tábua|2013-06-28T00:00:00|2013|180|Ginásio|540|
1473|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Pavimentação e Drenagem em Diversas ruas de Penedo - Tomada de Preços 05/12|2013-05-29T00:00:00|P141|618|Penedo|2012-04-04T00:00:00|2012|120|Pavimentação||
1475|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Limpeza do Terreno para Pavimentação da Estrada de Acesso a UFV da Arena de Pernambuco - Convite 01/13|2013-05-29T00:00:00|P141|618|Cidade da Copa|||60|Terraplanagem||
1476|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção da Praça da Beira-Rio - Tomada de Preços 17/12|2013-05-29T00:00:00|P141|618|Beira-Rio|2012-08-13T00:00:00|2012|120|Praça/Parque||
1477|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção da Praça do Barro Vermelho - Convite 04/12|2013-05-29T00:00:00|P141|618|Av. Beira-Rio|2012-03-20T00:00:00|2012|60|Praça/Parque||
1478|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Reforma da Praça do Bairro da Bela Vista - Convite 25/12|2013-05-29T00:00:00|P141|618|Bela Vista|2012-09-14T00:00:00|2012|90|Praça/Parque||
1479|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção da Praça do Posto de Saúde de Matriz da Luz - Convite 29/12|2013-05-29T00:00:00|P141|618|Matriz da Luz|2012-10-24T00:00:00|2012|90|Praça/Parque||
1480|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Pavimentação da ligação das ruas Paudalho e Rio Formoso, em Umuarama - Dispensa 07/13|2013-05-29T00:00:00|P141|618|Umuarama|2013-01-22T00:00:00|2013|30|Pavimentação||
1481|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Pintura e Manutenção da Praça Mestre Alonso e Praça da Classificação - Dispensa 01/12|2013-05-29T00:00:00|P141|618|Não informado|2012-01-16T00:00:00|2012|30|Praça/Parque||
1482|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Recuperação da Iluminação da Praça Santos Dumont - Dispensa 22/12|2013-05-29T00:00:00|P141|618|Não informado|2012-08-02T00:00:00|2012|30|Praça/Parque||
1483|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Recuperação da Iluminação da Praça de Tiúma - Dispensa 38/12|2013-05-29T00:00:00|P141|618|Tiúma|2012-08-16T00:00:00|2012|30|Praça/Parque||
1484|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção de Praça na 2ª Travessa da Rua 10 de Novembro, Bairro da Nova Esperança - Dispensa 43/12|2013-05-29T00:00:00|P141|618|Nova Esperança|2012-08-30T00:00:00|2012|30|Praça/Parque||
1485|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Construção da Praça da Rua José Carneiro Leão, Bairro da Nova Esperança - Dispensa 44/12|2013-05-29T00:00:00|P141|618|Nova Esperança|2012-09-04T00:00:00|2012|30|Praça/Parque||
1487|Lagoa de Itaenga|Prefeitura Municipal de Lagoa de Itaenga|Serviços de retelhamento e pintura para Creche, Sede da Prefeitura e diversas Escolas do município de Lagoa de Itaenga|2014-04-29T00:00:00|P089|352|Sede e Zona Rural do município|2013-01-04T00:00:00|2013||Pintura||
1489|Cabo de Santo Agostinho|Prefeitura Municipal do Cabo de Santo Agostinho|Obras de Engenharia, Pavimentação e Implantação de Equipamento Cultural no Bairro Santo Inácio - Praça 9 de Julho (CP nº 21/2011 SEOBP)|2016-12-07T00:00:00|P030|115|Bairro Santo Inácio|2012-02-15T00:00:00|2012|365|Teatro||
1492|Recife|Empresa de Urbanização do Recife|Complementação do Revestimento do Canal do Iraque|2014-08-07T00:00:00|P120|496|Estância|2012-09-04T00:00:00|2012|540|Canal|308|
1493|Recife|Empresa de Urbanização do Recife|Construção Conjunto Habitacional Casarão do Barbalho|2013-06-03T00:00:00|P120|496|Iputinga|2012-07-25T00:00:00|2012|540|Casa Popular||
1494|Recife|Empresa de Urbanização do Recife|Construção do Canal do Guarulhos|2014-08-07T00:00:00|P120|496|Jardim São Paulo|2012-07-25T00:00:00|2012|730|Canal||
1495|Recife|Empresa de Urbanização do Recife|Revestimento Canal Ibiporã|2014-08-08T00:00:00|P120|496|Ilha Joana Bezerra|2012-10-18T00:00:00|2012|730|Canal||
1496|Recife|Empresa de Urbanização do Recife|Revestimento do Canal Rio da Prata|2014-08-07T00:00:00|P120|496|Ibura|2013-01-31T00:00:00|2013|1095|Canal||
1499|Joaquim Nabuco|Secretaria de Educação de Pernambuco|Construção da Escola Nova de Joaquim Nabuco com quadra coberta, localizada no município de Joaquim Nabuco/PE |2015-09-30T00:00:00|P086|1577|Av. Manoel da Costa Filho, s/n (PE 96)|2012-11-01T00:00:00|2012|300|Escola|180|
1500|Recife|Secretaria de Educação e Esportes|Construção de quadra coberta na Escola Padre Donino, localizada no município de Recife/PE|2013-12-31T00:00:00|P120|989|Recife/PE|2012-11-22T00:00:00|2012|120|Escola|120|
1502|São Lourenço da Mata|Prefeitura Municipal de São Lourenço da Mata|Recapeamento Asfáltico das Avenidas São Bernardo, Duque de Caxias e Assembleia de Deus - Tomada de Preços 11/12|2013-05-29T00:00:00|P141|618|São João São Paulo, Várzea Fria e Nova Tiúma|2012-05-22T00:00:00|2012|60|Pavimentação||
