Conteudo|TipoPrazo|nr_processo|NomeUJDeterminacao|NomeUJPrincipalProcesso|ExercicioPrincipalProcesso|NomeRelator|Modalidade|Tipo|EsferaUJPrincipalProcesso|MunicipioUJPrincipalProcesso|StatusProcesso|Documento|AnoAcordaoParecer|DataSessaoJulgamento|HoraSessaoJulgamento|NomeColegiado|LinkProcesso|LinkDocumento|NumeroAcordaoParecer|dt_prazo|nr_prazo_dias
"<p style=""text-align: justify;"">Promover a regulamenta&amp;ccedil;&amp;atilde;o para a concess&amp;atilde;o de aux&amp;iacute;lio-alimenta&amp;ccedil;&amp;atilde;o institu&amp;iacute;do pela Lei Municipal n<u><sup>o</sup></u> 2.830/2017, no &amp;acirc;mbito da C&amp;acirc;mara Municipal, com fins de evitar tratamento diferenciado entre os servidores do Legislativo na referida concess&amp;atilde;o.</p>
<br><p style=""text-align: justify;"">Aperfei&amp;ccedil;oar os procedimentos relacionados &amp;agrave; qualidade da informa&amp;ccedil;&amp;atilde;o disponibilizada ao cidad&amp;atilde;o, com vistas ao melhoramento do &amp;Iacute;ndice de Transpar&amp;ecirc;ncia Municipal, para que a popula&amp;ccedil;&amp;atilde;o tenha acesso aos principais dados e informa&amp;ccedil;&amp;otilde;es da gest&amp;atilde;o do &amp;oacute;rg&amp;atilde;o de forma satisfat&amp;oacute;ria.</p>
<br><p style=""text-align: justify;"">Realizar levantamento da necessidade de pessoal do Poder Legislativo, com fins de identificar o quantitativo de profissionais necess&amp;aacute;rios &amp;agrave;s fun&amp;ccedil;&amp;otilde;es permanentes do Legislativo, fixando de forma proporcional e razo&amp;aacute;vel o n&amp;uacute;mero de ocupantes dos cargos comissionados e dos efetivos, com a realiza&amp;ccedil;&amp;atilde;o do devido concurso p&amp;uacute;blico, caso assim seja confirmada tal necessidade, nos termos da Constitui&amp;ccedil;&amp;atilde;o da Rep&amp;uacute;blica (artigos 5<u><sup>o</sup></u>, <em>caput</em>, e 37, <em>caput</em> e incisos II e V) e da jurisprud&amp;ecirc;ncia deste TCE-PE.</p>
<br>"|Dias|19100068-1|Câmara Municipal de Araripina|Câmara Municipal de Araripina|2018|CARLOS NEVES|Prestação de Contas|Gestão|M |Araripina|Transitado em Julgado após Recursos|Acórdão|2019|2019-09-17|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100068&digito=1|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=C561F383-B64B-49A2-8795-6C8C926D40D0|1271||180
"<p style=""text-align: justify;"">Providenciar a elabora&amp;ccedil;&amp;atilde;o de programa&amp;ccedil;&amp;atilde;o financeira e cronograma de execu&amp;ccedil;&amp;atilde;o mensal de desembolso.</p>
<br><p style=""text-align: justify;"">Reavaliar a metodologia de c&amp;aacute;lculo utilizada para a previs&amp;atilde;o da receita or&amp;ccedil;ament&amp;aacute;ria, a fim de que o planejamento das a&amp;ccedil;&amp;otilde;es governamentais possa ser realizado com base na real capacidade de arrecada&amp;ccedil;&amp;atilde;o do Munic&amp;iacute;pio, contribuindo para a efici&amp;ecirc;ncia da gest&amp;atilde;o municipal e reduzindo os riscos de ocorr&amp;ecirc;ncia de d&amp;eacute;ficit or&amp;ccedil;ament&amp;aacute;rio.</p>
<br><p style=""text-align: justify;"">Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos, a fim de que seja considerada a sufici&amp;ecirc;ncia de saldos em cada conta para realiza&amp;ccedil;&amp;atilde;o de despesas, evitando, assim, contrair obriga&amp;ccedil;&amp;otilde;es sem lastro financeiro, de modo a preservar o equil&amp;iacute;brio financeiro e fiscal do Munic&amp;iacute;pio.</p>
<br><p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a sua elabora&amp;ccedil;&amp;atilde;o.</p>
<br><p style=""text-align: justify;"">Aperfei&amp;ccedil;oar os procedimentos relacionados &amp;agrave; qualidade da informa&amp;ccedil;&amp;atilde;o disponibilizada ao cidad&amp;atilde;o, com vistas ao melhoramento do &amp;Iacute;ndice de Transpar&amp;ecirc;ncia Municipal, para que a popula&amp;ccedil;&amp;atilde;o tenha acesso aos principais dados e informa&amp;ccedil;&amp;otilde;es da gest&amp;atilde;o municipal de forma satisfat&amp;oacute;ria.</p>
<br>"|Dias|19100078-4|Prefeitura Municipal de Lagoa Grande|Prefeitura Municipal de Lagoa Grande|2018|CARLOS NEVES|Prestação de Contas|Governo|M |Lagoa Grande|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-09-01|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100078&digito=4|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=B67AC6CE-29EE-4DA0-9C71-8E0EE3FE21F7|||180
"<ol>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation"" style=""text-align: justify;"">Fortalecer o planejamento or&amp;ccedil;ament&amp;aacute;rio, mediante revis&amp;otilde;es adequadas para a receita/despesa, atentando para as exig&amp;ecirc;ncias estabelecidas pela legisla&amp;ccedil;&amp;atilde;o;</p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation"">Elaborar a Lei Or&amp;ccedil;ament&amp;aacute;ria Anual como instrumento de um planejamento adequado, contendo autoriza&amp;ccedil;&amp;atilde;o para abertura de cr&amp;eacute;ditos adicionais compat&amp;iacute;vel com a realidade municipal;</p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation"">Seguir integralmente as normas de transpar&amp;ecirc;ncias dispostas na LRF, na Lei Complementar n&amp;ordm; 131/2009, na Lei n&amp;ordm; 12.527/2011 (LAI) e na Constitui&amp;ccedil;&amp;atilde;o Federal.</p>
	</li>
</ol>
<br>"|Dias|19100083-8|Prefeitura Municipal de Tamandaré|Prefeitura Municipal de Tamandaré|2018|TERESA DUERE|Prestação de Contas|Governo|M |Tamandaré|Julgado (publicado)|Parecer Prévio|2021|2021-01-21|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100083&digito=8|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=D14A9D78-8D61-40FD-969F-56FD51F72C8F|||180
"<p style=""text-align: justify;"">Implementar controles eficientes e eficazes no acompanhamento e fiscaliza&amp;ccedil;&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o contratual, instituindo a Gest&amp;atilde;o e Fiscaliza&amp;ccedil;&amp;atilde;o de Contratos, em aten&amp;ccedil;&amp;atilde;o ao que determina o artigo 67 da Lei Federal n<u><sup>o</sup></u> 8.666/93.</p>
<br>"|Dias|19100105-3|Serviço Autônomo de Água e Esgoto do Município de Água Preta|Serviço Autônomo de Água e Esgoto do Município de Água Preta|2018|CARLOS NEVES|Prestação de Contas|Gestão|M |Água Preta|Transitado em julgado|Acórdão|2019|2019-11-26|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100105&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=E461A7C3-8BA9-437F-A977-553431650FD9|1746||180
"<ol>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-1c3745d3-7fff-bde9-6a31-cf82658a96ee"">Fortalecer o planejamento or&amp;ccedil;ament&amp;aacute;rio, mediante revis&amp;otilde;es adequadas para a receita/despesa, atentando para as exig&amp;ecirc;ncias estabelecidas pela legisla&amp;ccedil;&amp;atilde;o;</strong></p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-1c3745d3-7fff-bde9-6a31-cf82658a96ee"">Elaborar a Lei Or&amp;ccedil;ament&amp;aacute;ria Anual como instrumento de um planejamento adequado, contendo autoriza&amp;ccedil;&amp;atilde;o para abertura de cr&amp;eacute;ditos adicionais compat&amp;iacute;vel com a realidade municipal;</strong></p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-1c3745d3-7fff-bde9-6a31-cf82658a96ee"">Elaborar o Balan&amp;ccedil;o Patrimonial com a inclus&amp;atilde;o de notas explicativas a justificar os saldos negativos apresentados em algumas contas;</strong></p>
	</li>
	<li dir=""ltr"">
	<p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-1c3745d3-7fff-bde9-6a31-cf82658a96ee"">Realizar a inscri&amp;ccedil;&amp;atilde;o dos cr&amp;eacute;ditos em d&amp;iacute;vida ativa, bem assim aumentar a arrecada&amp;ccedil;&amp;atilde;o daqueles j&amp;aacute; inscritos a esse t&amp;iacute;tulo.</strong></p>
	</li>
</ol>
<br>"|Dias|19100106-5|Prefeitura Municipal de Sirinhaém|Prefeitura Municipal de Sirinhaém|2018|TERESA DUERE|Prestação de Contas|Governo|M |Sirinhaém|Julgado (Publicado) - Recorrido|Parecer Prévio|2021|2021-02-04|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100106&digito=5|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=7E31D59A-BF22-4401-8B7A-B75634F62266|||180
"<p style=""text-align: justify;"">Reavaliar a metodologia de c&amp;aacute;lculo utilizada para a previs&amp;atilde;o da receita or&amp;ccedil;ament&amp;aacute;ria, que tem sido sistematicamente superdimensionada ao longo dos &amp;uacute;ltimos anos, a fim de que o planejamento das a&amp;ccedil;&amp;otilde;es governamentais possa ser realizado com base na real capacidade de arrecada&amp;ccedil;&amp;atilde;o do Munic&amp;iacute;pio, contribuindo para a efici&amp;ecirc;ncia da gest&amp;atilde;o municipal e reduzindo os riscos de ocorr&amp;ecirc;ncia de d&amp;eacute;ficit or&amp;ccedil;ament&amp;aacute;rio.</p>
<br><p style=""text-align: justify;"">Adotar as medidas necess&amp;aacute;rias junto &amp;agrave; Procuradoria Municipal ou outro org&amp;atilde;o competente, com vistas a&amp;nbsp;operacionaliza&amp;ccedil;&amp;atilde;o das cobran&amp;ccedil;as dos cr&amp;eacute;ditos inscritos em D&amp;iacute;vida Ativa, como forma de incrementar a arrecada&amp;ccedil;&amp;atilde;o dos tributos municipais, garantindo a devida liquidez e tempestividade na cobran&amp;ccedil;a dos tributos.</p>
<br><p style=""text-align: justify;"">Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos, a fim de que seja considerada a sufici&amp;ecirc;ncia de saldos em cada conta para realiza&amp;ccedil;&amp;atilde;o de despesas, evitando, assim, contrair obriga&amp;ccedil;&amp;otilde;es sem lastro financeiro, de modo a preservar o equil&amp;iacute;brio financeiro e fiscal do Munic&amp;iacute;pio.</p>
<br><p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a sua elabora&amp;ccedil;&amp;atilde;o.</p>
<br>"|Dias|19100132-6|Prefeitura Municipal de Lagoa dos Gatos|Prefeitura Municipal de Lagoa dos Gatos|2018|CARLOS NEVES|Prestação de Contas|Governo|M |Lagoa dos Gatos|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-09-29|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100132&digito=6|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=CF88A3AC-47F8-4861-AA9C-AF9A985E5E79|||180
"<p style=""text-align: justify;"">Reavaliar a metodologia de c&amp;aacute;lculo utilizada para a previs&amp;atilde;o da receita or&amp;ccedil;ament&amp;aacute;ria, a fim de que o planejamento das a&amp;ccedil;&amp;otilde;es governamentais possa ser realizado com base na real capacidade de arrecada&amp;ccedil;&amp;atilde;o do Munic&amp;iacute;pio, contribuindo para a efici&amp;ecirc;ncia da gest&amp;atilde;o municipal e reduzindo os riscos de ocorr&amp;ecirc;ncia de d&amp;eacute;ficit or&amp;ccedil;ament&amp;aacute;rio.</p>
<br><p style=""text-align: justify;"">Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos, a fim de que seja considerada a sufici&amp;ecirc;ncia de saldos em cada conta para realiza&amp;ccedil;&amp;atilde;o de despesas, evitando, assim, contrair obriga&amp;ccedil;&amp;otilde;es sem lastro financeiro, de modo a preservar o equil&amp;iacute;brio financeiro e fiscal do Munic&amp;iacute;pio.</p>
<br><p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a sua elabora&amp;ccedil;&amp;atilde;o.</p>
<br>"|Dias|19100141-7|Prefeitura Municipal de Frei Miguelinho|Prefeitura Municipal de Frei Miguelinho|2018|CARLOS NEVES|Prestação de Contas|Governo|M |Frei Miguelinho|Transitado em Julgado - Aguardando Julgamento do Legislativo|Parecer Prévio|2020|2020-09-29|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100141&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=A4C084CC-0BB8-4BDC-97C6-E072C0DCD5CE|||180
"<p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a sua elabora&amp;ccedil;&amp;atilde;o.</p>
<br>"|Dias|19100144-2|Prefeitura Municipal de Granito|Prefeitura Municipal de Granito|2018|CARLOS NEVES|Prestação de Contas|Governo|M |Granito|Julgado (publicado)|Parecer Prévio|2021|2021-02-23|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100144&digito=2|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=9890EC5B-E690-414A-BCE2-48FCCB71833B|||180
"<p>1.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Fortalecer o planejamento or&amp;ccedil;ament&amp;aacute;rio, mediante revis&amp;otilde;es adequadas para a receita/despesa, atentando para as exig&amp;ecirc;ncias estabelecidas pela legisla&amp;ccedil;&amp;atilde;o;</p>

<p>2.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Atentar para as exig&amp;ecirc;ncias legais de haver previs&amp;atilde;o, na programa&amp;ccedil;&amp;atilde;o financeira, a especifica&amp;ccedil;&amp;atilde;o das medidas relativas &amp;agrave; quantidade e valores de a&amp;ccedil;&amp;otilde;es ajuizadas para cobran&amp;ccedil;a da d&amp;iacute;vida ativa, bem como da evolu&amp;ccedil;&amp;atilde;o do montante dos cr&amp;eacute;ditos tribut&amp;aacute;rios pass&amp;iacute;veis de cobran&amp;ccedil;a administrativa, conforme previs&amp;atilde;o contida no art. 13 da Lei de Responsabilidade Fiscal (Lei Complementar n.&amp;ordm; 101/2000);</p>

<p>3.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Elaborar o Balan&amp;ccedil;o Patrimonial do Regime Pr&amp;oacute;prio de Previd&amp;ecirc;ncia Social e do Munic&amp;iacute;pio contendo notas explicativas sobre o montante das provis&amp;otilde;es matem&amp;aacute;ticas previdenci&amp;aacute;rias lan&amp;ccedil;adas no Passivo;</p>

<p>4.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Realizar estudos e levantamentos necess&amp;aacute;rios com a finalidade de adotar medidas que visem ao equil&amp;iacute;brio do sistema previdenci&amp;aacute;rio.</p>
<br>"|Dias|19100153-3|Prefeitura Municipal de Panelas|Prefeitura Municipal de Panelas|2018|TERESA DUERE|Prestação de Contas|Governo|M |Panelas|Julgado (Publicado) - Recorrido|Parecer Prévio|2020|2020-11-26|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100153&digito=3|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=B4BE7AE1-C205-45A0-BDEB-DDA6A37D0ED1|||180
"<p style=""text-align: justify;"">Proceder &amp;agrave; elabora&amp;ccedil;&amp;atilde;o do Demonstrativo da D&amp;iacute;vida Fundada inserindo as informa&amp;ccedil;&amp;otilde;es cont&amp;aacute;beis de todas as d&amp;iacute;vidas de longo prazo da entidade.</p>
<br><p style=""text-align: justify;"">Atentar para o disposto na Decis&amp;atilde;o T. C. n<sup>o</sup> 2082/10, adotando as provid&amp;ecirc;ncias necess&amp;aacute;rias para a realiza&amp;ccedil;&amp;atilde;o do levantamento das necessidades permanentes de pessoal com vistas &amp;agrave; realiza&amp;ccedil;&amp;atilde;o de concurso p&amp;uacute;blico.</p>
<br>"|Dias|19100205-7|Autarquia Educacional do Araripe|Autarquia Educacional do Araripe|2018|CARLOS NEVES|Prestação de Contas|Gestão|M |Araripina|Transitado em julgado|Acórdão|2020|2020-08-06|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100205&digito=7|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=5A5C2A98-7078-448F-AADF-CAB8AC8E154B|616||180
"<p style=""text-align: justify;"">Expedir os decretos necess&amp;aacute;rios &amp;agrave; completa regulamenta&amp;ccedil;&amp;atilde;o da Lei Municipal 050/96 como segue:</p>

<p style=""text-align: justify; margin-left: 40px;"">Art. 14 - O Prefeito Municipal expedir&amp;aacute; os decretos necess&amp;aacute;rios &amp;agrave; completa regulamenta&amp;ccedil;&amp;atilde;o da presente lei.</p>

<p style=""text-align: justify; margin-left: 120px;"">Par&amp;aacute;grafo Primeiro - A regulamenta&amp;ccedil;&amp;atilde;o de que trata este artigo compreender&amp;aacute; o Regimento Interno do SAAE, que disp&amp;otilde;e sobre a estrutura administrativa e sobre as atribui&amp;ccedil;&amp;otilde;es e responsabilidades dos Diretores, Chefes e demais funcion&amp;aacute;rios, de conformidade com os dispositivos desta lei; o cronograma, quadro de servidores com sua lota&amp;ccedil;&amp;atilde;o quantitativa e respectivas atribui&amp;ccedil;&amp;otilde;es e o plano de cargos e sal&amp;aacute;rios do S.A.A.E., a fim de adequar e permitir o perfeito funcionamento da Autarquia, conforme o disposto na presente lei, o Regulamento das tarifas e taxas de contribui&amp;ccedil;&amp;atilde;o.</p>

<p style=""text-align: justify; margin-left: 120px;"">Par&amp;aacute;grafo Segundo - Fica estabelecido o prazo de 30 (trinta) dias, a contar da data de vig&amp;ecirc;ncia desta lei, para a aprova&amp;ccedil;&amp;atilde;o dos decretos Municipais necess&amp;aacute;rios &amp;agrave; regulamenta&amp;ccedil;&amp;atilde;o aqui prevista.</p>
<br>"|Dias|19100224-0|Serviço Autônomo de Água e Esgoto de Xexéu|Serviço Autônomo de Água e Esgoto de Xexéu|2018|RANILSON RAMOS|Prestação de Contas|Gestão|M |Xexéu|Transitado em Julgado após Recursos|Acórdão|2020|2020-09-08|15:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100224&digito=0|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=30CC9752-90DB-48CD-9DEB-79EEBEDD4684|743||180
"<p style=""text-align: justify;"">Adotar as provid&amp;ecirc;ncias necess&amp;aacute;rias para assegurar a devida consolida&amp;ccedil;&amp;atilde;o das contas municipais e apresenta&amp;ccedil;&amp;atilde;o de documentos leg&amp;iacute;veis, completos e corretos nas presta&amp;ccedil;&amp;otilde;es de contas do Munic&amp;iacute;pio.</p>
<br><p style=""text-align: justify;"">Aprimorar o controle cont&amp;aacute;bil por fontes/destina&amp;ccedil;&amp;atilde;o de recursos, a fim de que seja considerada a sufici&amp;ecirc;ncia de saldos em cada conta para realiza&amp;ccedil;&amp;atilde;o de despesas, evitando, assim, contrair obriga&amp;ccedil;&amp;otilde;es sem lastro financeiro, de modo a preservar o equil&amp;iacute;brio financeiro e fiscal do Munic&amp;iacute;pio.</p>
<br><p style=""text-align: justify;"">Organizar a contabilidade de forma a permitir o acompanhamento dos fatos decorrentes ou n&amp;atilde;o da execu&amp;ccedil;&amp;atilde;o or&amp;ccedil;ament&amp;aacute;ria e a an&amp;aacute;lise e interpreta&amp;ccedil;&amp;atilde;o dos resultados econ&amp;ocirc;micos e financeiros, zelando para o exato registro dos valores que comp&amp;otilde;em as pe&amp;ccedil;as cont&amp;aacute;beis e em observ&amp;acirc;ncia &amp;agrave;s normas que regem a sua elabora&amp;ccedil;&amp;atilde;o.</p>
<br>"|Dias|19100260-4|Prefeitura Municipal de Itapetim|Prefeitura Municipal de Itapetim|2018|CARLOS NEVES|Prestação de Contas|Governo|M |Itapetim|Julgado (publicado)|Parecer Prévio|2021|2021-02-23|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100260&digito=4|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=FDDB0303-0ADF-4AB8-9749-055AD9417571|||180
"<p style=""text-align: justify;"">Reavaliar a metodologia de c&amp;aacute;lculo utilizada para a previs&amp;atilde;o da receita or&amp;ccedil;ament&amp;aacute;ria, que tem sido sistematicamente superdimensionada ao longo dos &amp;uacute;ltimos anos, a fim de que o planejamento das a&amp;ccedil;&amp;otilde;es governamentais possa ser realizado com base na real capacidade de arrecada&amp;ccedil;&amp;atilde;o do Munic&amp;iacute;pio, contribuindo para a efici&amp;ecirc;ncia da gest&amp;atilde;o municipal e reduzindo os riscos de ocorr&amp;ecirc;ncia de d&amp;eacute;ficit or&amp;ccedil;ament&amp;aacute;rio.</p>
<br>"|Dias|18100768-0|Prefeitura Municipal da Pedra|Prefeitura Municipal da Pedra|2017|CARLOS NEVES|Prestação de Contas|Governo|M |Pedra|Julgado (publicado)|Parecer Prévio|2021|2021-02-23|10:00:00|1ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=18100768&digito=0|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=D92D5BE4-0B74-4537-A950-00A0AF4F301C|||270
"<p>Proceder ao recadastramento dos im&amp;oacute;veis municipais (OA.4)</p>
<br>"|Dias|15100398-1|Prefeitura Municipal de Pombos|Prefeitura Municipal de Pombos|2014|LUIZ ARCOVERDE FILHO|Prestação de Contas|Gestão|M |Pombos|Transitado em julgado|Acórdão|2019|2019-06-18|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=15100398&digito=1|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=EE2F0D9B-56E2-4A10-8A93-E3E3CABE8302|733||360
"<p style=""text-align: justify;"">&amp;nbsp; &amp;nbsp; &amp;nbsp; Fortalecer o planejamento or&amp;ccedil;ament&amp;aacute;rio, mediante revis&amp;otilde;es adequadas para a receita/despesa, atentando para as exig&amp;ecirc;ncias estabelecidas pela legisla&amp;ccedil;&amp;atilde;o;</p>

<p style=""text-align: justify;"">2.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Especificar as medidas relativas &amp;agrave; quantidade e valores de a&amp;ccedil;&amp;otilde;es ajuizadas para cobran&amp;ccedil;a da d&amp;iacute;vida ativa, bem como a evolu&amp;ccedil;&amp;atilde;o do montante dos cr&amp;eacute;ditos tribut&amp;aacute;rios pass&amp;iacute;veis de cobran&amp;ccedil;a administrativa;</p>

<p style=""text-align: justify;"">3.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Fortalecer o sistema de registro cont&amp;aacute;bil, procedendo ao registro da provis&amp;atilde;o para cr&amp;eacute;ditos inscritos em d&amp;iacute;vida ativa de recebimento incerto, com base nos Princ&amp;iacute;pios Cont&amp;aacute;beis da Oportunidade e da Prud&amp;ecirc;ncia, da Portaria n&amp;ordm; 564/2004, que aprova o Manual da D&amp;iacute;vida Ativa (artigo&amp;nbsp;2&amp;ordm;);</p>

<p style=""text-align: justify;"">4.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Elaborar o Balan&amp;ccedil;o Patrimonial do Regime Pr&amp;oacute;prio de Previd&amp;ecirc;ncia Social e do Munic&amp;iacute;pio contendo notas explicativas sobre o montante das provis&amp;otilde;es matem&amp;aacute;ticas previdenci&amp;aacute;rias lan&amp;ccedil;adas no Passivo;</p>

<p style=""text-align: justify;"">5.&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; Elaborar avalia&amp;ccedil;&amp;atilde;o atuarial para revis&amp;atilde;o do plano de custeio e de benef&amp;iacute;cios.</p>
<br>"|Dias|19100299-9|Prefeitura Municipal de São João|Prefeitura Municipal de São João|2018|TERESA DUERE|Prestação de Contas|Governo|M |São João|Julgado (Publicado) - Recorrido|Parecer Prévio|2020|2020-11-26|10:00:00|2ª Câmara|http://etce.tce.pe.gov.br/epp/ConsultaExternaTCE/listView.seam?cprc=19100299&digito=9|http://etce.tce.pe.gov.br/epp/validaDoc.seam?cod=56F1C00F-BADB-43BA-95ED-1FC9D5CDDCF7|||180
